,model,accuracy,precision,recall,f1_score,auroc
0,zimmermann,0.8847077662129704,0.7998287609128936,0.6012584253379044,0.630742595524547,0.9394314361133033
1,zimmermann,0.8978774529435323,0.7806962988217961,0.6349692064405266,0.6840828903761235,0.9734014423186877
2,zimmermann,0.8898678414096917,0.8284205393049591,0.6494505130800606,0.7100374132974068,0.9700520735347702
3,zimmermann,0.8966760112134562,0.6684070818172886,0.6267482734745327,0.631031120792495,0.965141172892262
4,zimmermann,0.8866639967961554,0.6797901864201716,0.7829017134390018,0.6961965566994872,0.9756305019936906
5,zimmermann,0.8983186549239391,0.7284272384958884,0.6298450880670131,0.6598462852030533,0.9721638686310563
6,zimmermann,0.8890668802563075,0.765930930930931,0.6430150947995944,0.6788078845151276,0.9583651245137597
7,zimmermann,0.8862635162194633,0.8501769546652428,0.6276781420380704,0.6889118963954294,0.9566385655865398
8,zimmermann,0.8834601521826192,0.6729435962703045,0.6194267372620781,0.6413548028717886,0.9759380731818258
9,zimmermann,0.8894673608329996,0.6932888817733357,0.5852289480595623,0.6226958957757823,0.960001384408609
10,zimmermann,0.8911128903122498,0.7100940199368594,0.7593189605901477,0.7322282612878773,0.9742361637319839
11,zimmermann,0.893872647176612,0.7645231613232502,0.558169893791918,0.6082024410116826,0.9710576923818639
12,zimmermann,0.8898678414096917,0.6405182339319617,0.5649864519778236,0.5855196511114622,0.9514216002707178
13,zimmermann,0.8838606327593111,0.7477166051123911,0.5868672756459627,0.6340373147350948,0.9643810466986682
14,zimmermann,0.8754505406487786,0.6999994316231749,0.6300737186128886,0.648208902883933,0.9545744220182071
15,zimmermann,0.8879103282626101,0.7398018456995201,0.6878878705317844,0.6967569103145845,0.9675137147895422
16,zimmermann,0.8894673608329996,0.7030974197647661,0.6287159873979113,0.6581992342513091,0.9546460467639267
17,zimmermann,0.8922707248698438,0.7399710086305261,0.6347809877085356,0.6639218485136681,0.9648023627867189
18,zimmermann,0.881457749299159,0.7522284835863516,0.6639952572301615,0.69722406028975,0.9674062111586087
19,zimmermann,0.8886663996796156,0.7317030374104905,0.5746462559775953,0.5814586918512862,0.9716066838743501
20,zimmermann,0.8979183346677342,0.6773742043254366,0.6698727061693331,0.6725638211565109,0.9600832648535252
21,zimmermann,0.8854625550660793,0.7021691108931526,0.5933007398115708,0.631902680236845,0.953354034557386
22,zimmermann,0.8898678414096917,0.7991297974401961,0.7022990111258984,0.7347891874589921,0.969070536340336
23,zimmermann,0.8826591910292351,0.7218948892866636,0.61234857466103,0.6543045114897879,0.9652981609371045
24,zimmermann,0.8906688025630757,0.5648859895267597,0.5131486383347723,0.5343314052179998,0.9676831542906073
