,model,accuracy,precision,recall,f1_score,auroc
0,xgb-fingerprint-mordred,0.8943154523618895,0.7671544330842932,0.59116732358762,0.6368613786050552,0.9571456112239558
1,xgb-fingerprint-mordred,0.9018822587104526,0.8062574685260904,0.70951124651681,0.7514251898913027,0.9796387552428272
2,xgb-fingerprint-mordred,0.9018822587104526,0.7923570294281929,0.6688590370508551,0.7147169059387243,0.9711423970564914
3,xgb-fingerprint-mordred,0.9118942731277533,0.8768080369412287,0.767763550339979,0.7820569171710363,0.9854668169032811
4,xgb-fingerprint-mordred,0.893872647176612,0.6380082418978729,0.5537561475623562,0.5832674872446503,0.9830935717752517
5,xgb-fingerprint-mordred,0.9043234587670136,0.9084049513704686,0.6136142378120988,0.6816921847566796,0.9848841266969204
6,xgb-fingerprint-mordred,0.894673608329996,0.7747735961265774,0.547410799520125,0.579209229441664,0.9684880717503834
7,xgb-fingerprint-mordred,0.89547456948338,0.8349660761321243,0.5973663013520503,0.6506914131866873,0.9562314029808432
8,xgb-fingerprint-mordred,0.8990788946736084,0.7007804793344871,0.6758954417962831,0.6875254935561077,0.9834130585722984
9,xgb-fingerprint-mordred,0.9046856227472968,0.8103054207229698,0.6425630478741935,0.695347447213097,0.9710837344734072
10,xgb-fingerprint-mordred,0.9003202562049639,0.76985854888116,0.6504104666414099,0.6968072759243351,0.9829246575589149
11,xgb-fingerprint-mordred,0.908289947937525,0.711867380757684,0.5842303403326887,0.6245500148852887,0.9736530318561328
12,xgb-fingerprint-mordred,0.9042851421706047,0.7104850202244353,0.5756471535527596,0.6094728763690795,0.9657523724516327
13,xgb-fingerprint-mordred,0.8966760112134562,0.901895674947134,0.633867379484082,0.7006132698574454,0.9643479692547711
14,xgb-fingerprint-mordred,0.8894673608329996,0.8017192734823139,0.6222911960982758,0.6746186605893039,0.9766269677804928
15,xgb-fingerprint-mordred,0.8931144915932746,0.9037621472005426,0.6396892787374016,0.7149624080322707,0.9696480516614938
16,xgb-fingerprint-mordred,0.9054865839006808,0.7694408825396987,0.6470167484615211,0.6914210733009172,0.9662554954164289
17,xgb-fingerprint-mordred,0.9022827392871445,0.8469920776509454,0.6453224005967583,0.7098670144945438,0.9775344250488889
18,xgb-fingerprint-mordred,0.893872647176612,0.8025933706639921,0.6632445495315176,0.7123349098430709,0.9711341499146464
19,xgb-fingerprint-mordred,0.8958750500600721,0.7377257563582349,0.6108185146309997,0.6508630489485139,0.9825785355112506
20,xgb-fingerprint-mordred,0.899519615692554,0.811574348525175,0.5755227366673585,0.627569297854241,0.968870291889853
21,xgb-fingerprint-mordred,0.895074088906688,0.805234778816526,0.6176667631157398,0.6697025844093372,0.9664072619426239
22,xgb-fingerprint-mordred,0.9050861033239888,0.8080465179208479,0.7299225463987087,0.7612378430264344,0.9777047738319743
23,xgb-fingerprint-mordred,0.8986784140969163,0.8562887115839244,0.7139439547512898,0.7540669905383398,0.9832282595538594
24,xgb-fingerprint-mordred,0.907889467360833,0.8129142330904227,0.6874306277500045,0.7360738404526731,0.9800706213641674
