,model,accuracy,precision,recall,f1_score,auroc
0,xgb-fingerprint-mordred,0.8622296173044925,0.7673891870322277,0.7087869901112407,0.7318957188565168,0.9689500894194787
1,xgb-fingerprint-mordred,0.8422628951747089,0.6851171159851923,0.6502925761954019,0.6643214099966286,0.954910662623036
2,xgb-fingerprint-mordred,0.8479201331114808,0.7414140556479283,0.6852315041699029,0.7041922883121965,0.9604021631086862
3,xgb-fingerprint-mordred,0.8519134775374376,0.7761084848830367,0.701785118001095,0.7302076246113841,0.9641377024294566
4,xgb-fingerprint-mordred,0.8569051580698835,0.7034637270088305,0.6882771069455451,0.6946083484523646,0.9675755055094777
5,xgb-fingerprint-mordred,0.8559068219633943,0.7232182191377927,0.6938253419141535,0.7065198247665393,0.9665428994625564
6,xgb-fingerprint-mordred,0.8489184692179701,0.7593136280920634,0.7293814476418004,0.7427649414531431,0.964414037136437
7,xgb-fingerprint-mordred,0.8618968386023295,0.6917661571362907,0.6930653416013379,0.6920648717577846,0.9667901176491043
8,xgb-fingerprint-mordred,0.8439267886855242,0.7246071924163925,0.6363971543578854,0.6549482848190797,0.9566703123270178
9,xgb-fingerprint-mordred,0.8492512479201331,0.8052663364723888,0.7175154635382615,0.7481503942747059,0.9655829112237452
10,xgb-fingerprint-mordred,0.8555740432612313,0.6683693090433852,0.6907092764749182,0.6712556872450658,0.9605219145049777
11,xgb-fingerprint-mordred,0.8519134775374376,0.7634578169738646,0.668852957908763,0.6944787795267932,0.9640576105485559
12,xgb-fingerprint-mordred,0.8482529118136439,0.6327200566219313,0.6216222598471683,0.6267896596173141,0.9577952725330194
13,xgb-fingerprint-mordred,0.8545757071547421,0.7918700993254786,0.7349671942705516,0.7589053455752838,0.9649106966871688
14,xgb-fingerprint-mordred,0.8402662229617305,0.7304111490032847,0.6834577245241608,0.6972307259091061,0.9583252390428033
15,xgb-fingerprint-mordred,0.859567387687188,0.7691353842137005,0.7021761557577628,0.7244091257579992,0.9684312350383454
16,xgb-fingerprint-mordred,0.853910149750416,0.7609560474727919,0.709772782915293,0.7319632426575501,0.9642929936856494
17,xgb-fingerprint-mordred,0.8489184692179701,0.7758820354274272,0.6642409128390817,0.6856129782010523,0.9598935976689476
18,xgb-fingerprint-mordred,0.8409317803660565,0.7196065370347576,0.6952352615093649,0.703869453374151,0.9631402341492796
19,xgb-fingerprint-mordred,0.8475873544093178,0.7597588474925199,0.7019807682704446,0.7259631987619309,0.9644772115230886
20,xgb-fingerprint-mordred,0.8525790349417637,0.7466021854045343,0.7026837935413046,0.7210211395620377,0.9663923513927246
21,xgb-fingerprint-mordred,0.8495840266222962,0.7205145853909041,0.6662074255259538,0.6803689423186581,0.9597349442702935
22,xgb-fingerprint-mordred,0.848585690515807,0.7481071239268111,0.6796540617242911,0.7031252388732792,0.963743120362851
23,xgb-fingerprint-mordred,0.8535773710482529,0.6939174868502913,0.7115775941425448,0.7003200505095879,0.9671024262538641
24,xgb-fingerprint-mordred,0.8585690515806988,0.7978444100623368,0.7143093529025872,0.7437761723669334,0.964507173374803
